name,transcript,sample1,sample2,sample3,sample4,sample5,sample6,sample7
Gene27639,uc846494.3;uc880254.1,143.1,139.61,122.71,120.3,140.93,135.29,125.89
Gene44715,uc327835.2;uc712633.1,126.14,126.16,127.45,131.31,133.12,127.01,141.52
Gene16959,uc924217.3,127.92,131.64,139.31,135.55,128.08,130.71,126.57
Gene10575,uc824458.1,130.35,123.05,123.53,139.67,130.7,128.05,124.07
Gene26910,uc218331.3;uc310657.3,123.68,124.21,126.17,149.84,124.04,148.1,134.9
Gene16063,uc518501.3,138.4,128.08,132.34,124.32,145.24,135.6,125.54
Gene1102,uc783920.2,141.7,126.13,133.94,131.2,120.43,123.5,132.83
Gene18574,uc162251.1,127.09,126.31,146.5,148.18,142.17,146.13,131.11
Gene23773,uc478972.1;uc491891.3,144.45,130.2,125.62,136.66,146.29,127.44,137.73
Gene10855,uc519479.2,126.23,148.75,122.23,141.75,142.39,135.05,129.02
Gene5137,uc533588.3;uc616595.2,133.1,138.21,143.58,127.79,135.87,133.74,130.66
Gene42491,uc619356.1;uc562823.3,127.58,145.84,146.2,148.63,141.03,133.06,149.09
Gene45552,uc165925.2,145.28,138.03,146.27,142.08,123.15,123.23,137.47
Gene1070,uc484817.1,120.09,120.96,136.01,124.44,140.44,127.7,138.72
Gene47544,uc895396.1,120.47,147.04,140.07,121.9,143.16,144.9,131.44
Gene22363,uc140675.2,128.98,128.35,137.36,134.34,132.13,127.25,131.86
Gene50794,uc969170.1,129.16,141.33,146.26,128.87,132.47,127.68,135.87
Gene6032,uc296442.2,147.99,136.79,143.3,124.26,133.68,147.66,149.13
Gene32012,uc591568.3,133.36,131.95,125.29,127.77,142.19,127.44,130.73
Gene31799,uc164730.3,146.14,148.38,122.17,125.86,138.27,126.97,122.41
Gene36750,uc595245.1,148.06,121.37,144.4,128.9,134.25,131.16,135.67
Gene25526,uc322313.3,121.58,137.73,144.59,138,130.29,132.95,145.16
Gene16860,uc111788.3;uc687550.1,146.33,146.28,145.19,133.85,130.19,144.7,149.57
Gene32200,uc629063.2,138.66,131,147.04,149.33,134.32,133.23,145.77
Gene1271,uc386415.1,143.04,135.79,133.47,136.03,127.46,147.71,128.78
Gene9275,uc365824.1;uc758129.1,149.01,124.38,130.88,138.02,142.53,134.84,147.01
Gene50291,uc563869.3;uc998352.3,135.5,145.76,139.47,146.67,135.34,146.76,129.86
Gene38712,uc360488.2,131.73,144.89,126.79,147.28,138.26,134.86,148.94
Gene22018,uc870408.2,138.13,134.08,121.75,127.41,147.58,148.55,134.09
Gene41129,uc225684.1;uc227896.3,124.65,120.24,133.09,148.93,128.77,129.93,133.93
Gene47639,uc159774.3;uc303171.2,127.32,147.78,147.99,121.42,141.61,122.91,140.13
Gene16920,uc304358.2;uc185176.3,132.69,143.7,123.06,126.53,132.31,143.38,137.04
Gene12014,uc533761.1,142.33,144.75,126.23,126.33,127.22,147.24,145.81
